#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2017,6,14,14,0,90,9.4,11.4,99,99,99,999,1016.5,27.6,27.6,23.5,99,99
2017,6,14,14,10,91,8.8,10.4,99,99,99,999,1016.7,27.6,27.6,23.6,99,99
2017,6,14,14,20,95,8.4,10.2,99,99,99,999,1016.7,27.6,27.6,23.7,99,99
2017,6,14,14,30,96,9.1,11.1,99,99,99,999,1016.6,27.5,27.6,23.4,99,99
2017,6,14,14,40,97,8.9,11.2,2.13,8.33,5.79,113,1016.7,27.6,27.6,23.3,99,99
2017,6,14,14,50,93,9,10.8,99,99,99,999,1016.7,27.5,27.6,23.2,99,99
2017,6,14,15,0,95,8,10,99,99,99,999,1016.7,27.6,27.6,23.5,99,99
2017,6,14,15,10,93,8.7,10.6,99,99,99,999,1016.7,27.5,27.6,23.3,99,99
2017,6,14,15,20,95,8,9.7,99,99,99,999,1016.8,27.6,27.7,23.5,99,99
2017,6,14,15,30,89,8.4,10,99,99,99,999,1016.7,27.6,27.6,23.3,99,99
2017,6,14,15,40,87,8.4,10.3,2.12,7.69,5.73,107,1016.7,27.6,27.7,23.4,99,99
2017,6,14,15,50,94,8.5,10.1,99,99,99,999,1016.7,27.6,27.7,23.3,99,99
2017,6,14,16,0,94,8,9.8,99,99,99,999,1016.6,27.6,27.7,23.5,99,99
2017,6,14,16,10,90,8.1,9.7,99,99,99,999,1016.5,27.6,27.7,23.5,99,99
2017,6,14,16,20,89,8,10.4,99,99,99,999,9999,27.6,27.7,23.5,99,99
2017,6,14,16,30,87,8.2,10,99,99,99,999,1016.2,27.6,27.7,23.4,99,99
2017,6,14,16,40,87,8,9.5,2.05,5.88,5.74,105,1016.2,27.6,27.7,23.5,99,99
2017,6,14,16,50,89,8,9.8,99,99,99,999,1016.1,27.6,27.7,23.5,99,99
2017,6,14,17,0,85,7.9,9.6,99,99,99,999,1016,27.6,27.7,23.6,99,99
2017,6,14,17,10,82,7.8,9.3,99,99,99,999,1015.9,27.5,27.7,23.6,99,99
2017,6,14,17,20,80,7.7,9.7,99,99,99,999,1015.8,27.6,27.7,23.6,99,99
2017,6,14,17,30,80,7.7,9.7,99,99,99,999,1015.7,27.5,27.7,23.5,99,99
2017,6,14,17,40,83,7.6,9.6,2.04,8.33,5.74,110,1015.6,27.5,27.7,23.6,99,99
2017,6,14,17,50,83,8,9.6,99,99,99,999,1015.6,27.5,27.7,23.3,99,99
2017,6,14,18,0,85,7.5,9.1,99,99,99,999,1015.5,27.6,27.7,23.6,99,99
2017,6,14,18,10,88,8,10,99,99,99,999,1015.4,27.5,27.7,23.3,99,99
2017,6,14,18,20,83,7.9,9.6,99,99,99,999,1015.4,27.6,27.7,23.4,99,99
2017,6,14,18,30,82,7.9,9.4,99,99,99,999,1015.4,27.6,27.7,23.5,99,99
2017,6,14,18,40,85,8.1,9.7,1.91,5.56,5.76,96,1015.3,27.5,27.7,23.3,99,99
2017,6,14,18,50,87,8.2,10,99,99,99,999,1015.2,27.5,27.7,23.4,99,99
2017,6,14,19,0,86,7.8,9.4,99,99,99,999,1015.1,27.5,27.7,23.4,99,99
2017,6,14,19,10,85,7.8,9.5,99,99,99,999,1015.1,27.5,27.7,23.6,99,99
2017,6,14,19,20,90,7.8,9,99,99,99,999,1015.1,27.5,27.7,23.7,99,99
2017,6,14,19,30,91,7.7,9.3,99,99,99,999,9999,27.4,27.7,23.5,99,99
2017,6,14,19,40,88,7.7,9.1,1.98,7.14,5.91,97,1015,27.5,27.7,23.6,99,99
2017,6,14,19,50,88,7.6,9.8,99,99,99,999,1014.8,27.5,27.7,23.8,99,99
2017,6,14,20,0,87,7.8,9.4,99,99,99,999,1015,27.5,27.7,23.7,99,99
2017,6,14,20,10,85,7.3,8.9,99,99,99,999,1015,27.5,27.7,23.8,99,99
2017,6,14,20,20,85,7.4,9.2,99,99,99,999,1014.9,27.5,27.8,23.8,99,99
2017,6,14,20,30,87,7.3,8.9,99,99,99,999,1015,27.5,27.8,23.8,99,99
2017,6,14,20,40,84,7.4,8.8,1.98,7.14,5.98,93,1015.1,27.5,27.8,23.7,99,99
2017,6,14,20,50,82,6.9,8.3,99,99,99,999,1015.2,27.5,27.8,23.9,99,99
2017,6,14,21,0,81,6.8,8.3,99,99,99,999,1015.3,27.4,27.8,23.8,99,99
2017,6,14,21,10,83,6.8,8.3,99,99,99,999,9999,27.4,27.7,23.8,99,99
2017,6,14,21,20,82,6.8,8.5,99,99,99,999,1015.4,27.4,27.7,23.9,99,99
2017,6,14,21,30,76,6.9,8.9,99,99,99,999,1015.4,27.3,27.7,23.8,99,99
2017,6,14,21,40,77,7.2,8.8,1.94,12.9,6.1,69,9999,27.4,27.7,23.8,99,99
2017,6,14,21,50,76,7.2,8.7,99,99,99,999,1015.5,27.3,27.7,23.6,99,99
2017,6,14,22,0,75,6.7,8.5,99,99,99,999,1015.7,27.4,27.7,23.7,99,99
2017,6,14,22,10,75,7,8.7,99,99,99,999,9999,27.3,27.7,23.6,99,99
2017,6,14,22,20,76,7,8.5,99,99,99,999,1015.9,27.3,27.7,23.7,99,99
2017,6,14,22,30,76,6.8,8.7,99,99,99,999,1016,27.3,27.7,23.8,99,99
2017,6,14,22,40,80,6.7,8.1,1.78,16,5.81,147,1016.2,27.2,27.7,23.7,99,99
2017,6,14,22,50,80,6.7,8.4,99,99,99,999,1016.2,27.3,27.7,23.9,99,99
2017,6,14,23,0,81,7.1,9,99,99,99,999,1016.3,27.2,27.7,23.5,99,99
2017,6,14,23,10,86,6.7,8.2,99,99,99,999,9999,27.3,27.7,23.7,99,99
2017,6,14,23,20,85,6.7,8.2,99,99,99,999,1016.5,27.3,27.7,23.6,99,99
2017,6,14,23,30,84,6.9,8.4,99,99,99,999,1016.6,27.2,27.7,23.5,99,99
2017,6,14,23,40,88,6.8,8.7,1.79,7.69,5.74,109,1016.7,27.3,27.7,23.6,99,99
2017,6,14,23,50,92,6.8,8.4,99,99,99,999,1016.7,27.2,27.7,23.5,99,99
2017,6,15,0,0,90,6.8,8.2,99,99,99,999,1016.7,27.3,27.7,23.7,99,99
2017,6,15,0,10,90,7.2,8.4,99,99,99,999,1016.8,27.2,27.7,23.6,99,99
2017,6,15,0,20,87,7,8.7,99,99,99,999,1016.8,27.3,27.7,23.8,99,99
2017,6,15,0,30,94,7.1,8.4,99,99,99,999,1016.8,27.3,27.7,23.6,99,99
2017,6,15,0,40,93,7.3,8.7,1.79,7.69,5.8,93,1016.8,27.3,27.7,23.8,99,99
2017,6,15,0,50,90,7.2,8.9,99,99,99,999,1016.8,27.3,27.7,23.9,99,99
2017,6,15,1,0,90,7.4,8.9,99,99,99,999,1016.9,27.2,27.7,23.7,99,99
2017,6,15,1,10,91,7.2,8.7,99,99,99,999,1017,27.3,27.7,23.8,99,99
2017,6,15,1,20,90,7.7,9.4,99,99,99,999,1017,27.2,27.7,23.6,99,99
2017,6,15,1,30,87,7.3,9,99,99,99,999,1017.1,27.3,27.7,23.9,99,99
2017,6,15,1,40,87,7.2,9,1.76,7.14,5.71,101,1017.2,27.2,27.7,23.7,99,99
2017,6,15,1,50,86,7.4,9,99,99,99,999,1017.3,27.2,27.7,23.6,99,99
2017,6,15,2,0,87,6.8,8.7,99,99,99,999,1017.3,27.3,27.7,23.8,99,99
2017,6,15,2,10,83,7.5,9.4,99,99,99,999,1017.3,27.2,27.7,23.6,99,99
2017,6,15,2,20,86,7.5,9.2,99,99,99,999,1017.3,27.2,27.7,23.5,99,99
2017,6,15,2,30,90,7.3,8.9,99,99,99,999,1017.3,27.2,27.7,23.3,99,99
2017,6,15,2,40,84,7.3,8.5,1.84,7.69,5.77,107,1017.2,27.2,27.7,23.3,99,99
2017,6,15,2,50,83,7.3,8.9,99,99,99,999,1017.1,27.2,27.7,23.3,99,99
2017,6,15,3,0,82,7.1,8.8,99,99,99,999,1017,27.2,27.7,23.5,99,99
2017,6,15,3,10,85,7.6,9,99,99,99,999,9999,27.1,27.7,23.3,99,99
2017,6,15,3,20,80,7.3,8.9,99,99,99,999,1016.8,27.1,27.7,23.3,99,99
2017,6,15,3,30,81,7.4,9,99,99,99,999,1016.6,27.1,27.7,23.5,99,99
2017,6,15,3,40,81,7.3,9.1,1.64,7.69,5.66,114,1016.6,27.1,27.6,23.5,99,99
2017,6,15,3,50,86,7.6,9.2,99,99,99,999,1016.5,27.1,27.7,23.4,99,99
2017,6,15,4,0,88,7.7,9.1,99,99,99,999,1016.4,27.1,27.6,23.3,99,99
2017,6,15,4,10,82,7.6,9.4,99,99,99,999,1016.4,27.1,27.6,23.2,99,99
2017,6,15,4,20,86,7.7,9.2,99,99,99,999,9999,27.1,27.6,23.4,99,99
2017,6,15,4,30,85,8.1,9.5,99,99,99,999,1016.2,27,27.6,23.2,99,99
2017,6,15,4,40,83,7.4,9,1.75,16,5.72,99,1016.1,27.1,27.6,23.2,99,99
2017,6,15,4,50,87,7.4,9.1,99,99,99,999,1016.1,27.1,27.6,23.2,99,99
2017,6,15,5,0,91,7.8,9.4,99,99,99,999,1016.1,27,27.6,23.1,99,99
2017,6,15,5,10,87,7.5,9.1,99,99,99,999,9999,27,27.6,23,99,99
2017,6,15,5,20,85,7.2,8.6,99,99,99,999,1016,27.1,27.6,23,99,99
2017,6,15,5,30,89,7.5,9.5,99,99,99,999,1016,27.1,27.6,23.3,99,99
2017,6,15,5,40,93,8,10.2,1.67,7.14,5.66,109,1015.9,27,27.6,23,99,99
2017,6,15,5,50,93,8.1,9.7,99,99,99,999,1015.8,27,27.6,22.8,99,99
2017,6,15,6,0,97,7.9,9.7,99,99,99,999,1015.7,27,27.6,22.8,99,99
2017,6,15,6,10,93,7.4,9.1,99,99,99,999,1015.7,27,27.6,23.1,99,99
2017,6,15,6,20,95,7.7,9.5,99,99,99,999,1015.7,26.9,27.6,22.8,99,99
2017,6,15,6,30,90,7,8.5,99,99,99,999,1015.8,27,27.6,23.1,99,99
2017,6,15,6,40,88,7,8.4,1.71,16,5.71,138,1015.7,26.9,27.6,22.9,99,99
2017,6,15,6,50,89,7.2,8.5,99,99,99,999,1015.8,26.9,27.6,22.9,99,99
2017,6,15,7,0,86,6.7,8.6,99,99,99,999,1015.7,26.9,27.6,22.8,99,99
2017,6,15,7,10,83,7.6,9.2,99,99,99,999,1015.7,26.9,27.6,22.9,99,99
2017,6,15,7,20,87,7.9,9.6,99,99,99,999,1015.7,26.9,27.6,22.8,99,99
2017,6,15,7,30,87,7.9,9.1,99,99,99,999,1015.7,27,27.6,22.8,99,99
2017,6,15,7,40,91,7.5,9.1,1.79,7.14,5.49,104,1015.7,27,27.6,22.9,99,99
2017,6,15,7,50,87,7.5,9.2,99,99,99,999,1015.7,27,27.6,22.9,99,99
2017,6,15,8,0,89,7.3,8.9,99,99,99,999,9999,27,27.6,22.8,99,99
2017,6,15,8,10,88,7.1,8.4,99,99,99,999,1015.8,27,27.6,23,99,99
2017,6,15,8,20,89,6.7,8.1,99,99,99,999,1015.8,27,27.6,22.9,99,99
2017,6,15,8,30,90,6.7,8.1,99,99,99,999,1015.8,27,27.6,22.9,99,99
2017,6,15,8,40,82,6.5,8,1.68,7.69,5.51,117,1015.9,27,27.6,23.2,99,99
2017,6,15,8,50,90,6.6,8.1,99,99,99,999,1015.9,26.9,27.6,23,99,99
2017,6,15,9,0,94,6.8,8.2,99,99,99,999,9999,26.9,27.6,22.9,99,99
2017,6,15,9,10,88,6.5,8.1,99,99,99,999,1015.9,27,27.6,23.2,99,99
2017,6,15,9,20,93,6.9,8.4,99,99,99,999,1015.9,27,27.6,23.1,99,99
2017,6,15,9,30,95,6.3,7.7,99,99,99,999,9999,26.9,27.6,23.1,99,99
2017,6,15,9,40,90,5.6,6.8,1.68,7.69,5.93,103,1016,26.9,27.6,23.2,99,99
2017,6,15,9,50,93,6.4,8.1,99,99,99,999,1016.1,26.9,27.6,23.2,99,99
2017,6,15,10,0,91,6.9,8.2,99,99,99,999,1016.1,27,27.6,23.2,99,99
2017,6,15,10,10,94,6.5,8.2,99,99,99,999,1016.2,27,27.6,23.2,99,99
2017,6,15,10,20,88,6.6,8.1,99,99,99,999,1016.1,27,27.6,23.2,99,99
2017,6,15,10,30,89,6.4,7.9,99,99,99,999,1016.3,27,27.6,23.1,99,99
2017,6,15,10,40,91,6.1,7.5,1.72,7.69,5.97,107,9999,27.1,27.6,23.2,99,99
2017,6,15,10,50,89,6.3,7.5,99,99,99,999,1016.3,27,27.6,23.1,99,99
2017,6,15,11,0,86,5.8,7.3,99,99,99,999,1016.3,27.1,27.6,23.3,99,99
2017,6,15,11,10,87,5.6,7.1,99,99,99,999,1016.4,27,27.6,23.1,99,99
2017,6,15,11,20,94,5.2,6.3,99,99,99,999,1016.4,27.1,27.6,23.1,99,99
2017,6,15,11,30,95,5.2,7,99,99,99,999,1016.5,27,27.6,23.1,99,99
2017,6,15,11,40,86,5.9,7.2,1.71,16,6.14,117,1016.6,27,27.6,23,99,99
2017,6,15,11,50,79,5.9,7.5,99,99,99,999,1016.7,27.1,27.6,23.2,99,99
2017,6,15,12,0,78,5.8,7.1,99,99,99,999,1016.8,27.1,27.6,23.1,99,99
2017,6,15,12,10,83,6,8,99,99,99,999,1016.9,27.1,27.6,23.1,99,99
2017,6,15,12,20,84,6,7.5,99,99,99,999,1016.9,27.2,27.6,22.9,99,99
2017,6,15,12,30,81,5.6,6.7,99,99,99,999,1016.9,27.1,27.6,23.2,99,99
2017,6,15,12,40,77,5.6,7.4,1.67,16,5.91,129,1017,27.2,27.6,23.2,99,99
2017,6,15,12,50,76,5.5,7.1,99,99,99,999,1017,27.2,27.6,23.2,99,99
2017,6,15,13,0,76,5.8,7.5,99,99,99,999,1017,27.2,27.6,23.3,99,99
2017,6,15,13,10,67,6,7.1,99,99,99,999,1016.9,27.1,27.6,23.3,99,99
2017,6,15,13,20,78,6.5,8,99,99,99,999,1016.9,27.1,27.6,23,99,99
2017,6,15,13,30,77,6.4,8.2,99,99,99,999,1016.9,27.2,27.6,23,99,99
2017,6,15,13,40,77,6.3,7.7,1.73,7.69,5.95,97,1016.9,27.2,27.6,23.1,99,99
2017,6,15,13,50,73,6.6,7.9,99,99,99,999,9999,27.2,27.7,23,99,99
2017,6,15,14,0,75,6.5,7.9,99,99,99,999,9999,27.2,27.7,23.2,99,99
2017,6,15,14,10,74,6.2,7.6,99,99,99,999,1016.8,27.2,27.7,23.1,99,99
2017,6,15,14,20,75,5.8,7.4,99,99,99,999,1016.8,27.3,27.7,23.4,99,99
2017,6,15,14,30,77,6,7.2,99,99,99,999,1016.8,27.2,27.7,23.3,99,99
2017,6,15,14,40,78,6.4,8,1.67,7.69,5.8,91,1016.7,27.2,27.7,23.4,99,99
2017,6,15,14,50,82,6.5,8.6,99,99,99,999,1016.6,27.2,27.8,23.5,99,99
2017,6,15,15,0,90,6.9,8.5,99,99,99,999,1016.6,27.2,27.7,23.1,99,99
2017,6,15,15,10,89,6.6,8.2,99,99,99,999,1016.6,27.3,27.7,23.3,99,99
2017,6,15,15,20,85,6.9,8.4,99,99,99,999,1016.5,27.3,27.7,23.2,99,99
2017,6,15,15,30,81,7,8.5,99,99,99,999,1016.4,27.3,27.8,23.2,99,99
2017,6,15,15,40,84,6.8,8.4,1.76,16,6.09,125,1016.2,27.3,27.8,23.3,99,99
2017,6,15,15,50,82,6.9,8.3,99,99,99,999,1016.1,27.2,27.8,23,99,99
2017,6,15,16,0,85,6.9,8.2,99,99,99,999,1016.1,27.2,27.8,23.1,99,99
2017,6,15,16,10,84,6.6,8.5,99,99,99,999,1016.1,27.3,27.8,23.1,99,99
2017,6,15,16,20,78,6.5,7.7,99,99,99,999,1016,27.2,27.8,23.1,99,99
2017,6,15,16,30,79,6.6,7.9,99,99,99,999,1015.8,27.2,27.8,23.1,99,99
2017,6,15,16,40,83,6.5,8.3,1.48,7.69,5.45,107,1015.8,27.3,27.8,23.2,99,99
2017,6,15,16,50,80,6.3,7.9,99,99,99,999,1015.6,27.3,27.8,23.4,99,99
2017,6,15,17,0,83,6.4,7.8,99,99,99,999,1015.6,27.2,27.8,23.4,99,99
2017,6,15,17,10,81,6.1,7.4,99,99,99,999,1015.6,27.2,27.8,23.2,99,99
2017,6,15,17,20,77,6,7.4,99,99,99,999,1015.4,27.2,27.8,23.2,99,99
2017,6,15,17,30,79,6.3,7.5,99,99,99,999,1015.4,27.2,27.8,23.2,99,99
2017,6,15,17,40,81,6.3,7.9,1.56,7.14,5.64,109,1015.3,27.2,27.9,23.3,99,99
2017,6,15,17,50,81,6.3,7.6,99,99,99,999,1015.2,27.2,27.9,23.2,99,99
2017,6,15,18,0,79,6.2,8.1,99,99,99,999,9999,27.3,27.9,23.4,99,99
2017,6,15,18,10,79,6.5,8.2,99,99,99,999,1015.1,27.2,27.9,23.2,99,99
2017,6,15,18,20,81,6.4,7.7,99,99,99,999,1015.1,27.3,27.8,23.4,99,99
2017,6,15,18,30,81,6.6,8,99,99,99,999,1015.1,27.2,27.8,23.3,99,99
2017,6,15,18,40,79,6.4,7.5,1.56,7.14,5.57,99,1015,27.3,27.8,23.4,99,99
2017,6,15,18,50,74,6.7,8.1,99,99,99,999,1015,27.2,27.8,23.3,99,99
2017,6,15,19,0,76,6.8,7.9,99,99,99,999,1014.8,27.2,27.8,23.1,99,99
2017,6,15,19,10,70,6.9,8.7,99,99,99,999,1014.8,27.3,27.9,23.3,99,99
2017,6,15,19,20,70,7.2,8.7,99,99,99,999,1014.8,27.2,27.9,23.1,99,99
2017,6,15,19,30,64,6.8,8.1,99,99,99,999,1014.8,27.3,27.9,23.2,99,99
2017,6,15,19,40,65,6.9,8.5,1.6,7.69,5.83,108,1014.8,27.3,27.9,23.2,99,99
2017,6,15,19,50,69,6.9,8.5,99,99,99,999,1014.8,27.3,27.9,23.3,99,99
2017,6,15,20,0,63,7.1,8.5,99,99,99,999,9999,27.3,27.8,23.3,99,99
2017,6,15,20,10,67,6.7,8.3,99,99,99,999,1014.8,27.3,27.8,23.3,99,99
2017,6,15,20,20,67,6.8,8.4,99,99,99,999,1014.8,27.2,27.8,23.1,99,99
2017,6,15,20,30,70,7,8.6,99,99,99,999,1014.8,27.3,27.8,23.1,99,99
2017,6,15,20,40,67,6.9,8.6,1.58,7.14,5.71,108,1014.8,27.3,27.8,23.1,99,99
2017,6,15,20,50,70,7.5,8.9,99,99,99,999,1014.8,27.3,27.8,23.1,99,99
2017,6,15,21,0,68,7.3,8.5,99,99,99,999,1014.8,27.3,27.8,23.4,99,99
2017,6,15,21,10,71,7.3,9,99,99,99,999,1014.8,27.3,27.8,23.5,99,99
2017,6,15,21,20,71,7.7,9.2,99,99,99,999,1014.9,27.3,27.8,23.4,99,99
2017,6,15,21,30,77,7.5,9,99,99,99,999,1015,27.3,27.8,23.4,99,99
2017,6,15,21,40,78,7.8,9.4,1.57,7.14,5.72,110,9999,27.3,27.8,23.4,99,99
2017,6,15,21,50,80,7.9,9.2,99,99,99,999,1015,27.2,27.7,23.1,99,99
2017,6,15,22,0,77,8,9.5,99,99,99,999,1015.1,27.2,27.7,22.4,99,99
2017,6,15,22,10,75,7.9,9.5,99,99,99,999,1015.1,27.3,27.7,22.3,99,99
2017,6,15,22,20,77,7.4,8.8,99,99,99,999,9999,27.4,27.7,22.4,99,99
2017,6,15,22,30,76,7.7,9.2,99,99,99,999,1015.4,27.4,27.7,22.1,99,99
2017,6,15,22,40,70,7.7,9.1,1.54,7.14,5.4,110,1015.5,27.4,27.7,22.2,99,99
2017,6,15,22,50,75,8,9.7,99,99,99,999,1015.6,27.3,27.7,22.1,99,99
2017,6,15,23,0,74,8.1,9.6,99,99,99,999,1015.7,27.3,27.7,21.9,99,99
2017,6,15,23,10,75,7.9,9.2,99,99,99,999,1015.7,27.3,27.7,22,99,99
2017,6,15,23,20,73,7.8,9.5,99,99,99,999,1015.9,27.4,27.7,22.2,99,99
2017,6,15,23,30,74,7.7,9,99,99,99,999,1016,27.3,27.7,22.2,99,99
2017,6,15,23,40,77,7.6,9.5,1.66,16,5.68,112,1016.1,27.3,27.7,22.4,99,99
2017,6,15,23,50,75,7.5,8.8,99,99,99,999,1016.3,27.2,27.7,22.4,99,99
2017,6,16,0,0,79,7.3,9.4,99,99,99,999,1016.4,27.2,27.7,22.5,99,99
2017,6,16,0,10,79,7.3,8.7,99,99,99,999,1016.4,27.2,27.7,22.6,99,99
2017,6,16,0,20,78,7.4,8.7,99,99,99,999,9999,27.1,27.7,22.4,99,99
2017,6,16,0,30,83,7.2,8.7,99,99,99,999,1016.5,27.2,27.7,22.7,99,99
2017,6,16,0,40,78,7.1,8.5,1.5,7.14,5.34,114,1016.5,27.2,27.7,22.9,99,99
2017,6,16,0,50,82,7.7,9.1,99,99,99,999,1016.5,27.1,27.7,22.6,99,99
2017,6,16,1,0,80,7.4,9.2,99,99,99,999,1016.6,27.1,27.6,22.8,99,99
2017,6,16,1,10,80,7.1,8.6,99,99,99,999,1016.7,27,27.6,22.7,99,99
2017,6,16,1,20,78,7.4,8.8,99,99,99,999,1016.8,27,27.6,22.6,99,99
2017,6,16,1,30,82,7.2,8.6,99,99,99,999,1016.8,27,27.6,22.4,99,99
2017,6,16,1,40,82,7.2,8.4,1.48,6.67,5.1,102,1016.8,27.1,27.6,22.4,99,99
2017,6,16,1,50,82,7.2,8.7,99,99,99,999,1016.8,27,27.6,22.5,99,99
2017,6,16,2,0,83,7.1,8.4,99,99,99,999,1016.8,27,27.6,22.4,99,99
2017,6,16,2,10,80,7.1,8.8,99,99,99,999,1016.9,27,27.6,22.5,99,99
2017,6,16,2,20,83,7,8.9,99,99,99,999,1016.9,27,27.6,22.4,99,99
2017,6,16,2,30,81,6.6,8.2,99,99,99,999,1016.9,27.1,27.6,22.8,99,99
2017,6,16,2,40,78,7.1,9,1.36,7.69,5.06,100,1016.8,27,27.6,22.5,99,99
2017,6,16,2,50,77,7.1,8.6,99,99,99,999,1016.8,27,27.6,22.5,99,99
2017,6,16,3,0,81,7.5,9.1,99,99,99,999,1016.7,27,27.6,22.5,99,99
2017,6,16,3,10,83,7.2,8.9,99,99,99,999,1016.7,27,27.6,22.5,99,99
2017,6,16,3,20,81,6.9,8.3,99,99,99,999,1016.6,27,27.6,22.6,99,99
2017,6,16,3,30,78,7.2,8.5,99,99,99,999,1016.5,26.9,27.6,22.5,99,99
2017,6,16,3,40,83,7.1,8.6,1.42,7.14,5.15,110,1016.4,27,27.6,22.5,99,99
2017,6,16,3,50,83,6.7,8.3,99,99,99,999,1016.3,27,27.6,22.7,99,99
2017,6,16,4,0,83,6.9,8.6,99,99,99,999,1016.2,26.9,27.6,22.4,99,99
2017,6,16,4,10,88,7.1,8.5,99,99,99,999,1016.1,26.9,27.7,22.3,99,99
2017,6,16,4,20,84,7,8.2,99,99,99,999,1015.9,27,27.7,22.5,99,99
2017,6,16,4,30,88,6.6,8,99,99,99,999,1015.7,26.9,27.6,22.7,99,99
2017,6,16,4,40,86,6.8,8.6,1.33,7.14,5.02,92,1015.6,26.8,27.6,22.5,99,99
2017,6,16,4,50,86,7,8.2,99,99,99,999,9999,26.8,27.6,22.2,99,99
2017,6,16,5,0,87,7.3,9.4,99,99,99,999,1015.4,26.9,27.6,22.4,99,99
2017,6,16,5,10,86,7.2,8.9,99,99,99,999,1015.3,26.8,27.6,22,99,99
2017,6,16,5,20,90,7.2,8.7,99,99,99,999,1015.1,26.8,27.6,21.9,99,99
2017,6,16,5,30,90,7.2,8.8,99,99,99,999,1015.1,26.8,27.6,22.1,99,99
2017,6,16,5,40,88,7,8.4,1.4,16,5.22,148,1015.1,26.8,27.6,22.2,99,99
2017,6,16,5,50,90,7,8.2,99,99,99,999,1015.1,26.8,27.6,22.3,99,99
2017,6,16,6,0,87,7.1,8.6,99,99,99,999,1015.1,26.7,27.6,22.4,99,99
2017,6,16,6,10,88,6.6,8.5,99,99,99,999,1015,26.7,27.6,22.4,99,99
2017,6,16,6,20,89,7,8.6,99,99,99,999,1014.9,26.7,27.6,22.3,99,99
2017,6,16,6,30,85,7,8.5,99,99,99,999,1014.9,26.7,27.6,22.3,99,99
2017,6,16,6,40,86,6.7,8.4,1.41,7.14,5.07,105,1014.8,26.7,27.6,22.5,99,99
2017,6,16,6,50,88,6.9,8.4,99,99,99,999,1014.9,26.6,27.6,22.3,99,99
2017,6,16,7,0,90,6.8,8.5,99,99,99,999,1014.9,26.7,27.6,22.1,99,99
2017,6,16,7,10,86,6.8,8,99,99,99,999,1014.9,26.7,27.6,22.1,99,99
2017,6,16,7,20,87,6.9,8.7,99,99,99,999,1014.9,26.8,27.6,22.4,99,99
2017,6,16,7,30,87,6.8,8.2,99,99,99,999,1014.9,26.7,27.6,22.5,99,99
2017,6,16,7,40,83,6.9,8.5,1.35,7.69,5,106,1015,26.7,27.6,22.3,99,99
2017,6,16,7,50,88,6.8,8.1,99,99,99,999,1015,26.7,27.6,22.4,99,99
2017,6,16,8,0,86,6.7,8.2,99,99,99,999,1015.1,26.7,27.6,22.5,99,99
2017,6,16,8,10,86,6.5,7.6,99,99,99,999,9999,26.7,27.5,22.4,99,99
2017,6,16,8,20,86,6,7.3,99,99,99,999,1015.1,26.7,27.6,22.1,99,99
2017,6,16,8,30,89,6,7.5,99,99,99,999,1015.1,26.7,27.6,22.4,99,99
2017,6,16,8,40,87,6.2,7.7,1.25,6.67,5.09,111,1015,26.6,27.5,22.3,99,99
2017,6,16,8,50,83,6.3,7.5,99,99,99,999,1015,26.7,27.5,22.1,99,99
2017,6,16,9,0,81,6.3,7.8,99,99,99,999,1015,26.7,27.5,22.2,99,99
2017,6,16,9,10,85,6,7.1,99,99,99,999,1015,26.7,27.5,22.3,99,99
2017,6,16,9,20,81,6.1,7.5,99,99,99,999,9999,26.6,27.5,22.4,99,99
2017,6,16,9,30,85,6.2,7.5,99,99,99,999,1015.1,26.7,27.5,22.5,99,99
2017,6,16,9,40,83,6.3,9,1.28,16,5.27,122,1015.3,26.7,27.5,22.1,99,99
2017,6,16,9,50,85,6.1,7.7,99,99,99,999,1015.3,26.8,27.5,22.3,99,99
2017,6,16,10,0,88,6.5,8.1,99,99,99,999,1015.4,26.8,27.5,22.4,99,99
2017,6,16,10,10,89,6.5,7.7,99,99,99,999,1015.5,26.8,27.5,22.3,99,99
2017,6,16,10,20,88,6,7.4,99,99,99,999,1015.6,26.9,27.5,22.6,99,99
2017,6,16,10,30,83,6.3,7.6,99,99,99,999,1015.7,26.8,27.5,22.5,99,99
2017,6,16,10,40,85,6.1,7.6,1.32,16,5.35,130,1015.7,26.9,27.5,22.7,99,99
2017,6,16,10,50,82,6.1,7.7,99,99,99,999,1015.7,26.9,27.5,22.7,99,99
2017,6,16,11,0,83,5.8,7.1,99,99,99,999,1015.8,26.9,27.5,22.6,99,99
2017,6,16,11,10,82,6,7.4,99,99,99,999,9999,26.9,27.6,22.6,99,99
2017,6,16,11,20,77,6.1,7.8,99,99,99,999,9999,27,27.6,22.7,99,99
2017,6,16,11,30,82,6.3,7.4,99,99,99,999,1015.9,27,27.6,22.8,99,99
2017,6,16,11,40,86,6.2,8,1.35,7.14,5.39,103,1016,26.9,27.6,22.6,99,99
2017,6,16,11,50,80,6,7.5,99,99,99,999,1016.1,27,27.6,22.5,99,99
2017,6,16,12,0,77,5.6,7.1,99,99,99,999,1016.1,27,27.6,22.7,99,99
2017,6,16,12,10,85,6,6.9,99,99,99,999,1016.1,27,27.6,22.6,99,99
2017,6,16,12,20,82,6.3,7.7,99,99,99,999,1016.2,27,27.6,22.6,99,99
2017,6,16,12,30,86,6.5,7.7,99,99,99,999,1016.3,27,27.6,22.5,99,99
