#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2017,3,27,11,40,107,6.9,8.9,2.07,9.09,6.5,66,1015.6,25.5,25.9,20.9,99,99
2017,3,27,11,50,110,7.1,8.6,99,99,99,999,1015.6,25.4,25.9,20.9,99,99
2017,3,27,12,0,106,6.5,8.4,99,99,99,999,1015.6,25.5,25.9,21.1,99,99
2017,3,27,12,10,106,7.3,8.9,99,99,99,999,1015.7,25.5,25.9,20.3,99,99
2017,3,27,12,20,108,7.2,8.7,99,99,99,999,1015.8,25.6,25.9,20.4,99,99
2017,3,27,12,30,108,7.2,9,99,99,99,999,1015.8,25.5,25.9,20.7,99,99
2017,3,27,12,40,112,7.3,9.2,2.07,12.12,6.45,0,1015.8,25.6,25.9,20.4,99,99
2017,3,27,12,50,108,7,8.8,99,99,99,999,1015.8,25.6,25.9,20.7,99,99
2017,3,27,13,0,109,7.1,8.6,99,99,99,999,1015.8,25.5,25.9,20.7,99,99
2017,3,27,13,10,113,7.6,9.1,99,99,99,999,1015.7,25.6,25.9,20.2,99,99
2017,3,27,13,20,110,7.5,9.6,99,99,99,999,1015.8,25.6,25.9,20.5,99,99
2017,3,27,13,30,110,7.3,8.9,99,99,99,999,1015.8,25.6,25.9,20.6,99,99
2017,3,27,13,40,110,7.2,9.1,2.06,12.12,6.41,5,1015.8,25.6,25.9,20.7,99,99
2017,3,27,13,50,106,7.2,8.7,99,99,99,999,1015.9,25.6,25.9,20.9,99,99
2017,3,27,14,0,106,7.2,9.2,99,99,99,999,1015.9,25.6,25.9,21.1,99,99
2017,3,27,14,10,109,7.2,8.7,99,99,99,999,1015.9,25.6,25.9,20.6,99,99
2017,3,27,14,20,108,6.7,8.3,99,99,99,999,1016,25.6,25.9,20.8,99,99
2017,3,27,14,30,107,7,8.4,99,99,99,999,1015.9,25.6,25.9,20.6,99,99
2017,3,27,14,40,109,6.8,8.6,2.01,10.81,6.19,359,1015.9,25.6,25.9,20.6,99,99
2017,3,27,14,50,107,6.5,8.1,99,99,99,999,1015.8,25.6,25.9,20.8,99,99
2017,3,27,15,0,110,6.6,8.6,99,99,99,999,1015.8,25.7,25.9,20.9,99,99
2017,3,27,15,10,107,6.6,8.2,99,99,99,999,1015.7,25.6,25.9,20.9,99,99
2017,3,27,15,20,106,6.7,8.4,99,99,99,999,1015.5,25.6,25.9,20.9,99,99
2017,3,27,15,30,111,6.7,8.6,99,99,99,999,1015.4,25.6,25.9,20.8,99,99
2017,3,27,15,40,111,6.4,8.1,2.1,12.12,6.29,18,1015.3,25.6,25.9,21,99,99
2017,3,27,15,50,115,6.9,8.4,99,99,99,999,1015.1,25.6,25.9,20.8,99,99
2017,3,27,16,0,113,6.6,8.7,99,99,99,999,1015,25.6,25.9,21,99,99
2017,3,27,16,10,113,6.9,8.5,99,99,99,999,1014.9,25.6,25.9,20.9,99,99
2017,3,27,16,20,117,6.8,8.4,99,99,99,999,1014.8,25.6,25.9,21,99,99
2017,3,27,16,30,122,6.6,8,99,99,99,999,1014.6,25.6,25.9,20.8,99,99
2017,3,27,16,40,123,6.5,8,2.22,9.09,6.76,73,1014.5,25.7,25.9,21,99,99
2017,3,27,16,50,123,6.2,8,99,99,99,999,1014.5,25.6,25.9,20.9,99,99
2017,3,27,17,0,120,5.9,7.2,99,99,99,999,1014.5,25.7,25.9,21,99,99
2017,3,27,17,10,117,6,7.6,99,99,99,999,1014.3,25.7,25.9,20.9,99,99
2017,3,27,17,20,122,5.8,7.2,99,99,99,999,1014.3,25.7,25.9,20.8,99,99
2017,3,27,17,30,121,5.7,7.4,99,99,99,999,1014.1,25.7,26,21.1,99,99
2017,3,27,17,40,116,5.9,7.4,1.92,9.09,6.44,61,1013.9,25.7,25.9,21.2,99,99
2017,3,27,17,50,116,6.4,7.8,99,99,99,999,1013.8,25.7,26,21,99,99
2017,3,27,18,0,120,6.2,7.6,99,99,99,999,1013.7,25.7,26,20.9,99,99
2017,3,27,18,10,119,6.7,8.1,99,99,99,999,1013.6,25.7,26,20.6,99,99
2017,3,27,18,20,123,6.1,8,99,99,99,999,1013.5,25.7,26,20.7,99,99
2017,3,27,18,30,123,5.6,7.4,99,99,99,999,1013.4,25.7,26,20.9,99,99
2017,3,27,18,40,119,5.7,7.6,1.85,9.09,6.28,51,1013.4,25.7,26,20.8,99,99
2017,3,27,18,50,121,5.9,7.2,99,99,99,999,1013.2,25.7,26,20.4,99,99
2017,3,27,19,0,120,5.8,7.5,99,99,99,999,1013.1,25.7,26,20.9,99,99
2017,3,27,19,10,123,5.8,7.6,99,99,99,999,1013.1,25.7,26,20.8,99,99
2017,3,27,19,20,123,6,7.6,99,99,99,999,1013.1,25.8,26,20.8,99,99
2017,3,27,19,30,122,5.7,7.1,99,99,99,999,1013.1,25.8,26,21,99,99
2017,3,27,19,40,118,5.7,7.1,1.9,12.12,6.39,3,1013.1,25.8,26,21.2,99,99
2017,3,27,19,50,114,5.7,7.4,99,99,99,999,1013.1,25.7,26,20.8,99,99
2017,3,27,20,0,120,5.2,6.8,99,99,99,999,1013.1,25.8,25.9,20.9,99,99
2017,3,27,20,10,116,5.5,7,99,99,99,999,1013,25.8,25.9,20.8,99,99
2017,3,27,20,20,116,5.7,7.4,99,99,99,999,1013,25.8,25.9,20.8,99,99
2017,3,27,20,30,112,6,7.9,99,99,99,999,1013,25.7,25.9,20.6,99,99
2017,3,27,20,40,114,5.7,7.3,2.04,11.43,6.52,15,1013.2,25.8,25.9,20.7,99,99
2017,3,27,20,50,113,5.4,6.9,99,99,99,999,1013.3,25.8,25.9,20.7,99,99
2017,3,27,21,0,118,5.5,6.8,99,99,99,999,1013.3,25.8,25.9,20.8,99,99
2017,3,27,21,10,120,5.9,7.6,99,99,99,999,1013.3,25.8,25.9,20.5,99,99
2017,3,27,21,20,114,5.8,6.9,99,99,99,999,1013.4,25.7,25.9,20.7,99,99
2017,3,27,21,30,122,6.1,7.7,99,99,99,999,1013.4,25.7,25.9,20.5,99,99
2017,3,27,21,40,118,5.6,7.2,2,9.09,6.34,66,1013.5,25.7,25.9,20.7,99,99
2017,3,27,21,50,114,5.8,7.5,99,99,99,999,1013.6,25.6,25.9,20.6,99,99
2017,3,27,22,0,119,5.5,7.4,99,99,99,999,1013.8,25.7,25.9,20.8,99,99
2017,3,27,22,10,118,5.6,7.4,99,99,99,999,1013.9,25.7,25.9,20.9,99,99
2017,3,27,22,20,114,5.7,7.1,99,99,99,999,1014,25.6,25.9,20.8,99,99
2017,3,27,22,30,115,5.5,7.7,99,99,99,999,1014.1,25.7,25.9,21,99,99
2017,3,27,22,40,118,5.5,7.5,1.87,8.33,6.28,84,1014.1,25.6,25.9,20.7,99,99
2017,3,27,22,50,116,6.2,7.5,99,99,99,999,1014.3,25.7,25.9,20.5,99,99
2017,3,27,23,0,121,5.8,7.5,99,99,99,999,1014.4,25.7,25.9,20.9,99,99
2017,3,27,23,10,119,5.6,7,99,99,99,999,1014.4,25.7,25.9,20.9,99,99
2017,3,27,23,20,121,6,7.4,99,99,99,999,1014.5,25.7,25.9,20.8,99,99
2017,3,27,23,30,118,6.2,7.7,99,99,99,999,1014.5,25.7,25.9,20.6,99,99
2017,3,27,23,40,121,6,7.2,1.71,9.09,6.04,48,1014.6,25.7,25.9,20.8,99,99
2017,3,27,23,50,116,6.1,7.6,99,99,99,999,1014.6,25.7,25.9,20.9,99,99
2017,3,28,0,0,118,6.2,7.7,99,99,99,999,1014.7,25.7,25.9,20.8,99,99
2017,3,28,0,10,113,6.4,7.6,99,99,99,999,1014.7,25.7,25.9,21,99,99
2017,3,28,0,20,110,6.2,7.6,99,99,99,999,1014.9,25.7,25.9,21.1,99,99
2017,3,28,0,30,115,6.4,8,99,99,99,999,1015,25.7,25.9,21.2,99,99
2017,3,28,0,40,117,6.8,8.4,1.85,10.81,6.26,12,1015,25.7,25.9,21,99,99
2017,3,28,0,50,122,6.3,8.1,99,99,99,999,1015.1,25.7,25.9,21,99,99
2017,3,28,1,0,113,6.6,8.1,99,99,99,999,1015.2,25.7,25.9,20.9,99,99
2017,3,28,1,10,116,6.9,8.4,99,99,99,999,1015.3,25.7,25.9,20.9,99,99
2017,3,28,1,20,120,6.6,8.3,99,99,99,999,1015.3,25.7,25.9,21.1,99,99
2017,3,28,1,30,120,6.7,8.1,99,99,99,999,1015.4,25.7,25.9,21.2,99,99
2017,3,28,1,40,118,7,8.5,1.78,9.09,6.2,42,1015.5,25.7,25.9,20.9,99,99
2017,3,28,1,50,112,7,8.3,99,99,99,999,1015.5,25.7,25.9,21,99,99
2017,3,28,2,0,117,6.7,8.2,99,99,99,999,1015.4,25.7,25.9,21.2,99,99
2017,3,28,2,10,121,7,8.7,99,99,99,999,1015.5,25.6,25.9,20.9,99,99
2017,3,28,2,20,123,6.7,8.1,99,99,99,999,1015.4,25.6,25.9,21,99,99
2017,3,28,2,30,120,7.2,8.6,99,99,99,999,1015.2,25.6,25.9,20.8,99,99
2017,3,28,2,40,124,7,8.7,1.8,9.09,6.05,73,1015.2,25.6,25.9,20.8,99,99
2017,3,28,2,50,115,6.6,8.4,99,99,99,999,1015.1,25.6,25.9,21.1,99,99
2017,3,28,3,0,114,6.3,7.7,99,99,99,999,1015.1,25.6,25.9,21.2,99,99
2017,3,28,3,10,114,6.5,8.4,99,99,99,999,1015.1,25.6,25.9,21.2,99,99
2017,3,28,3,20,112,6.7,8.4,99,99,99,999,1015,25.5,25.8,20.9,99,99
2017,3,28,3,30,108,6.7,8.3,99,99,99,999,1014.9,25.5,25.9,20.9,99,99
2017,3,28,3,40,108,6.3,8,1.66,8.33,6,79,1014.7,25.5,25.8,21.2,99,99
2017,3,28,3,50,109,6.9,8.5,99,99,99,999,1014.6,25.5,25.8,21.1,99,99
2017,3,28,4,0,111,7,8.6,99,99,99,999,1014.6,25.5,25.8,21.1,99,99
2017,3,28,4,10,112,7.3,8.7,99,99,99,999,1014.5,25.5,25.8,21,99,99
2017,3,28,4,20,114,7.2,8.6,99,99,99,999,1014.4,25.5,25.8,21,99,99
2017,3,28,4,30,112,7.1,9,99,99,99,999,1014.2,25.4,25.8,21.1,99,99
2017,3,28,4,40,114,7.3,9,1.68,9.09,5.89,51,1014,25.4,25.8,20.9,99,99
2017,3,28,4,50,115,7.4,9,99,99,99,999,1013.9,25.5,25.8,20.9,99,99
2017,3,28,5,0,118,7.7,9.4,99,99,99,999,1013.8,25.4,25.8,21,99,99
2017,3,28,5,10,120,7.7,9.1,99,99,99,999,1013.8,25.4,25.8,20.8,99,99
2017,3,28,5,20,114,7.2,8.8,99,99,99,999,1013.6,25.4,25.8,20.9,99,99
2017,3,28,5,30,114,7.5,9.8,99,99,99,999,1013.5,25.4,25.8,20.8,99,99
2017,3,28,5,40,116,7.2,9.6,1.79,9.09,6.02,38,1013.4,25.4,25.8,21,99,99
2017,3,28,5,50,122,7.2,9.3,99,99,99,999,1013.3,25.4,25.7,21.2,99,99
2017,3,28,6,0,122,8,10.2,99,99,99,999,1013.2,25.4,25.7,20.8,99,99
2017,3,28,6,10,121,8.3,10.1,99,99,99,999,1013.2,25.5,25.7,20.7,99,99
2017,3,28,6,20,128,8,9.9,99,99,99,999,1013.1,25.4,25.7,20.9,99,99
2017,3,28,6,30,129,7.7,9.5,99,99,99,999,1013.1,25.4,25.8,20.7,99,99
2017,3,28,6,40,129,7.9,10.1,1.83,10.81,5.94,26,1012.9,25.4,25.8,20.6,99,99
2017,3,28,6,50,124,7.8,9.3,99,99,99,999,1013,25.4,25.7,20.7,99,99
2017,3,28,7,0,133,7.5,9.2,99,99,99,999,1013,25.4,25.7,20.9,99,99
2017,3,28,7,10,132,7.9,10.3,99,99,99,999,1013.1,25.4,25.7,20.6,99,99
2017,3,28,7,20,132,7.8,9.8,99,99,99,999,1013.2,25.4,25.7,20.7,99,99
2017,3,28,7,30,128,7.9,9.8,99,99,99,999,1013.2,25.5,25.7,20.6,99,99
2017,3,28,7,40,128,7.5,9.2,1.88,8.33,5.86,62,1013.3,25.5,25.8,20.9,99,99
2017,3,28,7,50,135,7.8,10.2,99,99,99,999,1013.3,25.4,25.7,20.6,99,99
2017,3,28,8,0,126,7.2,9.8,99,99,99,999,1013.3,25.1,25.7,20.7,99,99
2017,3,28,8,10,128,7.7,9.5,99,99,99,999,1013.3,25.4,25.7,20.9,99,99
2017,3,28,8,20,124,7.5,8.9,99,99,99,999,1013.3,25.4,25.8,20.9,99,99
2017,3,28,8,30,129,7.4,9.4,99,99,99,999,1013.3,25.4,25.7,21,99,99
2017,3,28,8,40,128,8.2,10,1.91,8.33,5.68,77,1013.4,25.4,25.8,20.8,99,99
2017,3,28,8,50,126,8.1,10.2,99,99,99,999,1013.4,25.4,25.7,20.7,99,99
2017,3,28,9,0,127,7.7,9.2,99,99,99,999,1013.5,25.4,25.7,21.1,99,99
2017,3,28,9,10,135,8,9.9,99,99,99,999,1013.5,25.4,25.8,21.1,99,99
2017,3,28,9,20,133,8.3,9.9,99,99,99,999,1013.5,25.4,25.7,20.9,99,99
2017,3,28,9,30,133,8.5,10.2,99,99,99,999,1013.6,25.4,25.7,20.9,99,99
2017,3,28,9,40,130,8.3,9.8,1.85,9.09,5.65,64,1013.7,25.4,25.7,20.9,99,99
2017,3,28,9,50,132,8.5,10.4,99,99,99,999,1013.8,25.4,25.7,20.8,99,99
2017,3,28,10,0,129,8.5,10.5,99,99,99,999,1014,25.5,25.7,20.9,99,99
2017,3,28,10,10,130,8.2,10,99,99,99,999,1014.1,25.6,25.7,21.1,99,99
2017,3,28,10,20,127,8.3,9.9,99,99,99,999,1014.3,25.5,25.8,20.9,99,99
2017,3,28,10,30,130,8.2,10,99,99,99,999,1014.3,25.5,25.7,21,99,99
2017,3,28,10,40,131,8.1,10.2,1.83,8.33,5.52,79,1014.3,25.6,25.8,21.2,99,99
2017,3,28,10,50,132,8.2,9.9,99,99,99,999,1014.5,25.6,25.8,21.2,99,99
2017,3,28,11,0,130,7.8,9.6,99,99,99,999,1014.6,25.6,25.8,21.2,99,99
2017,3,28,11,10,129,7.7,10.5,99,99,99,999,1014.8,25.7,25.8,21.2,99,99
2017,3,28,11,20,128,7.9,9.7,99,99,99,999,1015,25.6,25.8,21.1,99,99
2017,3,28,11,30,124,7.6,9,99,99,99,999,1015.2,25.7,25.8,21.3,99,99
2017,3,28,11,40,123,7.6,9.4,1.89,9.09,5.52,77,1015.4,25.7,25.8,21.2,99,99
2017,3,28,11,50,125,7.8,9.6,99,99,99,999,1015.5,25.7,25.8,21.1,99,99
2017,3,28,12,0,130,7.5,9.1,99,99,99,999,1015.6,25.7,25.8,21.2,99,99
2017,3,28,12,10,126,7.2,8.7,99,99,99,999,1015.6,25.7,25.8,21.3,99,99
2017,3,28,12,20,125,8,9.6,99,99,99,999,1015.8,25.8,25.8,21.1,99,99
2017,3,28,12,30,129,7.2,9,99,99,99,999,1015.9,25.8,25.8,21.5,99,99
2017,3,28,12,40,130,7.6,9.3,1.91,7.69,5.91,83,1016,25.8,25.8,21.1,99,99
2017,3,28,12,50,128,7,8.8,99,99,99,999,1016.1,25.8,25.8,21.4,99,99
2017,3,28,13,0,132,6.9,8.4,99,99,99,999,1016.2,25.8,25.8,21.4,99,99
2017,3,28,13,10,130,6.9,8.5,99,99,99,999,1016.3,25.8,25.8,21.5,99,99
2017,3,28,13,20,126,7,8.7,99,99,99,999,1016.4,25.8,25.8,21.4,99,99
2017,3,28,13,30,127,7.1,8.9,99,99,99,999,1016.5,25.8,25.8,21.5,99,99
2017,3,28,13,40,129,7.2,8.6,1.87,7.14,5.83,85,1016.6,25.8,25.8,21.5,99,99
2017,3,28,13,50,130,7.1,8.6,99,99,99,999,1016.7,25.8,25.8,21.6,99,99
2017,3,28,14,0,133,6.6,8,99,99,99,999,1016.7,25.8,25.8,21.8,99,99
2017,3,28,14,10,138,6.7,8.3,99,99,99,999,1016.7,25.9,25.8,21.5,99,99
2017,3,28,14,20,136,6.9,8.2,99,99,99,999,1016.7,25.9,25.8,21.4,99,99
2017,3,28,14,30,132,6.9,8.7,99,99,99,999,1016.7,25.9,25.8,21.8,99,99
2017,3,28,14,40,116,8.1,10.4,1.89,7.14,5.78,96,1016.7,25.5,25.8,21.7,99,99
2017,3,28,14,50,120,7.3,9.4,99,99,99,999,1016.6,25.4,25.9,21.4,99,99
2017,3,28,15,0,122,6.5,8.1,99,99,99,999,1016.4,25.6,25.9,21.5,99,99
2017,3,28,15,10,126,6.3,8,99,99,99,999,1016.2,25.7,25.9,21.4,99,99
2017,3,28,15,20,125,6.5,7.7,99,99,99,999,1016.2,25.7,25.9,21.7,99,99
2017,3,28,15,30,123,7.4,9,99,99,99,999,1016,25.7,25.9,21.6,99,99
2017,3,28,15,40,127,6.4,8.1,99,99,99,999,1015.9,25.7,25.9,21.6,99,99
2017,3,28,16,0,128,6.5,7.7,99,99,99,999,1015.4,999,25.9,999,99,99
2017,3,28,16,10,125,6.1,7.5,99,99,99,999,1015.2,25.6,25.9,21.5,99,99
2017,3,28,16,30,999,99,99,99,99,99,999,9999,999,25.9,999,99,99
2017,3,28,16,40,130,6.1,7.5,99,99,99,999,1014.8,25.9,25.9,21.8,99,99
2017,3,28,17,0,127,6.1,7.4,99,99,99,999,1014.5,999,999,999,99,99
2017,3,28,17,40,110,6.2,7.8,1.83,8.33,5.96,83,1013.9,25.4,26,21.3,99,99
2017,3,28,17,50,112,5.7,7,99,99,99,999,1013.7,25.5,26,21.1,99,99
2017,3,28,18,0,118,5.8,7.4,99,99,99,999,1013.6,25.8,26,21.9,99,99
2017,3,28,18,10,121,5.9,7.2,99,99,99,999,1013.5,25.7,26,22.2,99,99
2017,3,28,18,20,119,6.1,7.4,99,99,99,999,1013.5,25.7,26,22.1,99,99
2017,3,28,18,30,117,6,7.3,99,99,99,999,1013.3,25.7,26,22,99,99
2017,3,28,18,40,118,6.1,7.5,99,99,99,999,1013.2,25.7,26,22.2,99,99
2017,3,28,18,50,118,6.2,7.6,99,99,99,999,1013,25.7,26,22.1,99,99
2017,3,28,19,0,117,5.8,7.4,99,99,99,999,1013,25.7,26,21.8,99,99
2017,3,28,19,10,116,5.9,7.4,99,99,99,999,1012.9,25.8,26,22,99,99
2017,3,28,19,20,111,6.2,7.5,99,99,99,999,1012.9,25.7,26,22.1,99,99
2017,3,28,19,30,122,6,7.1,99,99,99,999,1012.9,25.7,26,22,99,99
2017,3,28,19,40,121,5.8,7.3,1.7,7.69,5.72,93,1012.9,25.7,26,21.9,99,99
2017,3,28,19,50,123,5.9,7.2,99,99,99,999,1012.9,25.7,26,21.8,99,99
2017,3,28,20,0,133,5.2,6.7,99,99,99,999,1012.8,25.6,26,22.3,99,99
2017,3,28,20,10,131,4.9,6.1,99,99,99,999,1012.8,25.5,26,22.3,99,99
2017,3,28,20,20,125,4.6,5.6,99,99,99,999,1012.7,25.5,26,22.2,99,99
2017,3,28,20,30,118,4.9,6.3,99,99,99,999,1012.8,25.6,26,22.3,99,99
2017,3,28,20,40,123,5.1,6.4,1.65,7.14,5.88,86,1012.9,25.6,26,22.1,99,99
2017,3,28,20,50,126,5.1,6.2,99,99,99,999,1012.9,25.6,26,21.8,99,99
2017,3,28,21,0,120,5.1,6.4,99,99,99,999,1012.9,25.7,26,21.8,99,99
2017,3,28,21,10,107,5.8,7.7,99,99,99,999,1013,25.4,26,21.7,99,99
2017,3,28,21,20,104,4.9,6.1,99,99,99,999,1013.1,25.4,26,21.5,99,99
2017,3,28,21,30,105,4.6,5.9,99,99,99,999,1013.1,25.4,25.9,21.2,99,99
2017,3,28,21,40,105,4.4,5.6,1.72,7.14,5.95,91,1013.1,25.5,25.9,21.5,99,99
2017,3,28,21,50,110,4.5,5.5,99,99,99,999,1013.1,25.6,25.9,21.8,99,99
2017,3,28,22,0,113,4.5,5.8,99,99,99,999,1013.2,25.7,25.9,22.2,99,99
2017,3,28,22,10,116,5.3,6.6,99,99,99,999,1013.2,25.7,25.9,22,99,99
2017,3,28,22,20,117,5.3,6.7,99,99,99,999,1013.2,25.8,25.9,22,99,99
2017,3,28,22,30,118,5.8,7.2,99,99,99,999,1013.3,25.8,25.9,21.3,99,99
2017,3,28,22,40,119,5.8,6.9,1.66,9.09,5.91,71,1013.2,25.9,25.9,21.4,99,99
2017,3,28,22,50,118,5.5,6.8,99,99,99,999,1013.3,25.8,25.9,21.8,99,99
2017,3,28,23,0,116,5.4,6.5,99,99,99,999,1013.5,25.7,25.9,21.7,99,99
2017,3,28,23,10,115,5.4,6.6,99,99,99,999,1013.5,25.7,25.9,21.8,99,99
2017,3,28,23,20,116,5.7,7.1,99,99,99,999,1013.7,25.7,25.9,21.6,99,99
2017,3,28,23,30,113,5.5,6.8,99,99,99,999,1013.8,25.7,25.9,21.6,99,99
2017,3,28,23,40,107,5.4,6.7,1.64,8.33,5.87,91,1013.9,25.8,25.9,21.9,99,99
2017,3,28,23,50,98,5.5,7,99,99,99,999,1014,25.6,25.9,22.7,99,99
2017,3,29,0,0,96,5.9,7.2,99,99,99,999,1014.1,25.4,25.8,22.6,99,99
2017,3,29,0,10,100,6.3,7.7,99,99,99,999,1014.1,25.3,25.8,22.4,99,99
2017,3,29,0,20,100,6,7.4,99,99,99,999,1014.2,25.3,25.8,22.4,99,99
2017,3,29,0,30,100,6,7.6,99,99,99,999,1014.3,25.3,25.8,22.6,99,99
2017,3,29,0,40,108,6.6,8.2,1.48,10,5.65,39,1014.4,25.3,25.8,22.4,99,99
2017,3,29,0,50,104,6.2,7.6,99,99,99,999,1014.6,25.4,25.8,22.4,99,99
2017,3,29,1,0,107,6.2,7.9,99,99,99,999,1014.6,25.5,25.8,22.4,99,99
2017,3,29,1,10,112,6.1,8.1,99,99,99,999,1014.6,25.3,25.8,22.4,99,99
2017,3,29,1,20,109,5.9,7.5,99,99,99,999,1014.8,25.3,25.8,22.1,99,99
2017,3,29,1,30,112,6.1,7.9,99,99,99,999,1014.8,25.4,25.8,21.5,99,99
2017,3,29,1,40,105,6.7,8.6,1.58,7.14,5.5,97,1014.9,25.4,25.8,22.4,99,99
2017,3,29,1,50,100,6.4,8,99,99,99,999,1014.9,25.2,25.8,22.3,99,99
2017,3,29,2,0,104,6.1,7.6,99,99,99,999,1014.9,25.2,25.8,22.4,99,99
2017,3,29,2,10,105,6.3,7.9,99,99,99,999,1014.9,25.2,25.8,22.3,99,99
2017,3,29,2,20,105,5.6,6.9,99,99,99,999,1014.9,25.2,25.8,21.8,99,99
2017,3,29,2,30,101,5.5,7.1,99,99,99,999,1014.9,25.3,25.8,22.1,99,99
2017,3,29,2,40,109,5.8,7.1,1.63,7.69,5.75,103,1014.9,25.3,25.8,22.5,99,99
2017,3,29,2,50,110,5.9,7.5,99,99,99,999,1014.9,25.2,25.8,22.3,99,99
2017,3,29,3,0,111,6.4,8,99,99,99,999,1014.9,25.3,25.8,21.9,99,99
2017,3,29,3,10,103,6.1,7.6,99,99,99,999,1014.9,25.2,25.8,21.8,99,99
2017,3,29,3,20,100,5.7,7.1,99,99,99,999,1014.9,25.3,25.8,22.3,99,99
2017,3,29,3,30,99,5.9,7.2,99,99,99,999,1014.9,25.2,25.8,22.4,99,99
2017,3,29,3,40,105,6.1,7.7,1.53,6.67,5.75,117,1014.8,25.2,25.8,22.3,99,99
2017,3,29,3,50,101,6.8,8.6,99,99,99,999,1014.8,25.2,25.8,22,99,99
2017,3,29,4,0,102,6.5,8.1,99,99,99,999,1014.7,25.2,25.8,22.1,99,99
2017,3,29,4,10,101,6.2,7.4,99,99,99,999,1014.6,25.3,25.8,22.1,99,99
2017,3,29,4,20,106,5.9,7.2,99,99,99,999,1014.5,25.3,25.8,22.2,99,99
2017,3,29,4,30,107,5.5,6.8,99,99,99,999,1014.4,25.2,25.8,22,99,99
2017,3,29,4,40,111,5.2,6.4,1.44,6.67,5.49,90,1014.2,25.2,25.8,21.8,99,99
2017,3,29,4,50,109,5.3,6.6,99,99,99,999,1014.1,25.2,25.8,22,99,99
2017,3,29,5,0,106,5.4,6.4,99,99,99,999,1013.9,25.2,25.8,22.2,99,99
2017,3,29,5,10,102,5.6,6.9,99,99,99,999,1013.8,25.1,25.8,22,99,99
2017,3,29,5,20,108,6,7.1,99,99,99,999,1013.6,25.1,25.8,22,99,99
2017,3,29,5,30,106,6,7.6,99,99,99,999,1013.5,25,25.8,22,99,99
2017,3,29,5,40,94,6.7,8.6,1.56,7.14,5.74,102,1013.4,24.9,25.8,21.9,99,99
2017,3,29,5,50,86,7,8.4,99,99,99,999,1013.3,24.8,25.8,21.3,99,99
2017,3,29,6,0,87,7.1,8.2,99,99,99,999,1013.2,24.7,25.8,21.2,99,99
2017,3,29,6,10,90,6.7,8.1,99,99,99,999,1013.1,24.7,25.8,21.3,99,99
2017,3,29,6,20,88,6.6,8,99,99,99,999,1013.1,24.7,25.8,21.4,99,99
2017,3,29,6,30,86,6.7,8,99,99,99,999,1013.1,24.5,25.8,21.2,99,99
2017,3,29,6,40,81,6.1,7.7,1.51,9.09,5.42,65,1013.1,24.6,25.8,21.4,99,99
2017,3,29,6,50,95,6.1,7.5,99,99,99,999,1013,24.7,25.8,21,99,99
2017,3,29,7,0,96,6.9,8.8,99,99,99,999,1013,24.6,25.8,21.1,99,99
2017,3,29,7,10,94,6.5,8.1,99,99,99,999,1013,24.3,25.8,21.4,99,99
2017,3,29,7,20,93,7,8.1,99,99,99,999,1013,24.1,25.8,21.1,99,99
2017,3,29,7,30,95,7.3,8.8,99,99,99,999,1013,24,25.8,21.2,99,99
2017,3,29,7,40,95,7.1,8.6,1.5,6.67,5.37,104,1013,23.8,25.8,20.8,99,99
2017,3,29,7,50,81,6.4,7.9,99,99,99,999,1013,23.9,25.8,20.5,99,99
2017,3,29,8,0,87,5.9,7.5,99,99,99,999,1013.2,23.7,25.8,20.6,99,99
2017,3,29,8,10,94,5.4,7,99,99,99,999,1013.3,23.4,25.8,20.6,99,99
2017,3,29,8,20,95,4.8,6.9,99,99,99,999,1013.4,23.4,25.8,20.8,99,99
2017,3,29,8,30,96,5.3,6.3,99,99,99,999,1013.5,23,25.8,20.8,99,99
2017,3,29,8,40,93,4.5,6,1.4,7.69,5.66,87,1013.6,22.7,25.8,20.8,99,99
2017,3,29,8,50,76,3,4.5,99,99,99,999,1013.6,22.5,25.8,20.9,99,99
2017,3,29,9,0,69,2.1,3,99,99,99,999,1013.8,22.4,25.8,20.8,99,99
2017,3,29,9,10,61,3.6,5.4,99,99,99,999,1013.9,22.6,25.8,21,99,99
2017,3,29,9,20,60,4.5,7.1,99,99,99,999,1013.9,22.7,25.8,21.4,99,99
2017,3,29,9,30,70,6,7.3,99,99,99,999,1013.9,22.4,25.8,21.4,99,99
2017,3,29,9,40,71,5.9,7.5,1.37,7.14,5.83,102,1013.9,22.3,25.8,21.4,99,99
2017,3,29,9,50,73,4.6,5.8,99,99,99,999,1014.1,22.2,25.8,21.2,99,99
2017,3,29,10,0,74,3.5,4.4,99,99,99,999,1014.2,22.2,25.8,21.2,99,99
2017,3,29,10,10,86,2.9,4,99,99,99,999,1014.2,22.3,25.8,21.3,99,99
2017,3,29,10,20,79,2.4,3.8,99,99,99,999,1014.2,22.3,25.8,21.1,99,99
2017,3,29,10,30,73,2.4,3.8,99,99,99,999,1014.2,22.4,25.8,21.1,99,99
2017,3,29,10,40,68,2.6,3.7,1.33,6.67,5.98,108,1014.2,22.7,25.8,21.5,99,99
2017,3,29,10,50,67,3.1,4.3,99,99,99,999,1014.3,22.8,25.8,21.7,99,99
2017,3,29,11,0,61,3.7,4.9,99,99,99,999,1014.4,22.8,25.8,21.4,99,99
2017,3,29,11,10,67,4.1,5.2,99,99,99,999,1014.5,23.1,25.8,21.8,99,99
